PO,PO description,Date of document,Supplier,Status,Record source,Originated by,Invoicing company,Processing flow,Needed date,Shipping instruction,Ship to,Delivery date,Related requisitions IDs,Client,Contact,Ack date,Evaluation date,Delivery planned date,Creation date,Type of requisition,Shop for user,Order mode,Currency,Edit date,Payment term,Net total,Net total (Invoicing company currency),Gross total,Net total (EUR),Gross total (EUR),Processing status,PO(Corcentric ID),Order Purchaser,Original invoice,Amount,Routing code,[ATTR],[XATTR],Accounting group,Approval date,Technology,Technology + sub-commodities,Management currency,Invoicing company currency,Invoicing conversion rate,Currency conversion date,Confidential,Standard label,Created by,Modified by,Last modified,Interfaced,Interfaced,Incoterm,Invoiced amount,Remainder to be invoiced,LBC PR identifier,LBC status
4402054468,0215-24 OFERTA CONSTRUCCIÓN MOLDE FENDER SEALING VW216,2024-12-11,33391,Partially received,Manual,inmaculada.ortega@valeo.com,MTPR,Standard,2024-12-19,,MTPR34823,2025-05-27,",11162724,",0,0,,,,2024-12-11 14:00:54,1,inmaculada.ortega@valeo.com,email,EUR,,Z101,78000.00000,78000.0000000000000,78000.00000,78000.00000,78000.00000,0,5177172,Juan-Manuel CRUZ,,,0,0,0,1,2024-12-11,,no,EUR,EUR,1.00000000,2024-12-19,0,0215-24 OFERTA CONSTRUCCIÓN MOLDE FENDER SEALING VW216 (4402054468),10352,inmaculada.ortega@valeo.com,2025-05-27 08:52:21,,no,FCA,0.00000,78000.00000,,
4102047665,OFERTA 0213-24 CONSTRUCCION MOLDE LE33205-6 CENTERING LG VW 216 HL,2024-12-11,33391,Partially received,Manual,inmaculada.ortega@valeo.com,MTPR,Standard,2024-12-19,,MTPR34823,2025-04-24,",11162178,",0,0,,,,2024-12-11 14:01:46,1,inmaculada.ortega@valeo.com,email,EUR,,Z101,40000.00000,40000.0000000000000,40000.00000,40000.00000,40000.00000,0,5177181,Juan-Manuel CRUZ,,,0,0,0,1,2024-12-11,,no,EUR,EUR,1.00000000,2024-12-19,0,OFERTA 0213-24 CONSTRUCCION MOLDE LE33205-6 CENTERING LG VW 216 HL (4102047665),10352,inmaculada.ortega@valeo.com,2025-04-24 11:14:16,,no,FCA,0.00000,40000.00000,,
4102047678,GOLJ010/2024 MOLD TAKAHATA SIDEMARKER SUPPORT - LC74304 - TAKAHATA -  H24x,2024-12-12,249350,Partially received,Manual,jaime.torres@valeo.com,MTPR,Standard,2024-12-12,,MTPR34823,2025-05-08,",11126727,",0,0,,,,2024-12-12 10:28:50,1,jaime.torres@valeo.com,memail,EUR,,Z101,37000.00000,37000.0000000000000,37000.00000,37000.00000,37000.00000,0,5182794,Juan-Manuel CRUZ,,,0,0,0,1,2024-12-12,,no,EUR,EUR,1.00000000,2024-12-12,0,GOLJ010/2024 MOLD TAKAHATA SIDEMARKER SUPPORT - LC74304 - TAKAHATA -  H24x (4102047678),10352,jaime.torres@valeo.com,2025-05-08 07:37:04,,no,FCA,0.00000,37000.00000,,
4402054474,OFERTA 0212-24 CONSTRUCCION MOLDE  LD 99948WIRE CAP VW 216 HL,2024-12-12,33391,Partially received,Manual,inmaculada.ortega@valeo.com,MTPR,Standard,2024-12-19,,MTPR34823,2025-04-24,",11162214,",0,0,,,,2024-12-12 10:28:57,1,inmaculada.ortega@valeo.com,email,EUR,,Z101,30000.00000,30000.0000000000000,30000.00000,30000.00000,30000.00000,0,5182812,Juan-Manuel CRUZ,,,0,0,0,1,2024-12-12,,no,EUR,EUR,1.00000000,2024-12-19,0,OFERTA 0212-24 CONSTRUCCION MOLDE  LD 99948WIRE CAP VW 216 HL (4402054474),10352,inmaculada.ortega@valeo.com,2025-10-09 15:21:30,,no,FCA,0.00000,30000.00000,,
4102047675,OFERTA 0214-24 OFERTA CONSTRUCCION MOLDE LF30383-4 SUPPORT LG VW 216 HL,2024-12-12,33391,Partially received,Manual,inmaculada.ortega@valeo.com,MTPR,Standard,2024-12-19,,MTPR34823,2025-04-24,",11162364,",0,0,,,,2024-12-12 10:28:58,1,inmaculada.ortega@valeo.com,email,EUR,,Z101,52000.00000,52000.0000000000000,52000.00000,52000.00000,52000.00000,0,5182815,Juan-Manuel CRUZ,,,0,0,0,1,2024-12-12,,no,EUR,EUR,1.00000000,2024-12-19,0,OFERTA 0214-24 OFERTA CONSTRUCCION MOLDE LF30383-4 SUPPORT LG VW 216 HL (4102047675),10352,inmaculada.ortega@valeo.com,2025-04-24 11:17:03,,no,FCA,0.00000,52000.00000,,
4102047692,14-11-24 CBD MOLD LB84680/81 STRUCTURE FRAME SA HX24x,2024-12-12,33391,Partially received,Manual,jaime.torres@valeo.com,MTPR,Standard,2024-12-12,,MTPR34823,2025-01-13,",11143335,",0,0,,,,2024-12-12 14:07:49,1,jaime.torres@valeo.com,email,EUR,,Z101,202500.00000,202500.0000000000000,202500.00000,202500.00000,202500.00000,0,5184156,,,,0,0,0,1,2024-12-12,,no,EUR,EUR,1.00000000,2024-12-12,0,14-11-24 CBD MOLD LB84680/81 STRUCTURE FRAME SA HX24x (4102047692),39027,jaime.torres@valeo.com,2025-06-30 07:22:48,,no,FCA,0.00000,202500.00000,,
4102047691,14-11-24 CBD MOLD LB84680/81 STRUCTURE FRAME ET HX24x,2024-12-12,33391,Partially received,Manual,jaime.torres@valeo.com,MTPR,Standard,2024-12-12,,MTPR34823,2025-01-13,",11143398,",0,0,,,,2024-12-12 14:07:51,1,jaime.torres@valeo.com,email,EUR,,Z101,202500.00000,202500.0000000000000,202500.00000,202500.00000,202500.00000,0,5184162,,,,0,0,0,1,2024-12-12,,no,EUR,EUR,1.00000000,2024-12-12,0,14-11-24 CBD MOLD LB84680/81 STRUCTURE FRAME ET HX24x (4102047691),39027,jaime.torres@valeo.com,2025-08-04 07:36:34,,no,FCA,0.00000,202500.00000,,
4402054589,INAMARSA - Gripper Main Bezel 2K - SE210/6 RL,2024-12-17,13158,Sent,Manual,alberto.munoz-moreno@valeo.com,MTPR,Standard,2024-12-17,,MTPR34823,,",11035353,",0,0,,,,2024-12-17 10:35:46,1,alberto.munoz-moreno@valeo.com,email,EUR,,Z101,2750.00000,2750.0000000000000,2750.00000,2750.00000,2750.00000,Sent,5203317,,,,0,0,0,1,2024-12-17,,no,EUR,EUR,1.00000000,2024-12-17,0,INAMARSA - Gripper Main Bezel 2K - SE210/6 RL (4402054589),63322,interface,2024-12-17 11:04:21,,no,FCA,0.00000,2750.00000,,
4102047727,29/04/2024 - Eliminacion tetones en soporte motor MOLDE 2 Leveller support - 90005873/74 - PROINSUR,2024-12-18,33391,Received,Manual,macarena.fernandez-torres.ext@valeo.com,MTPR,Standard,2024-12-18,,MTPR34823,2024-12-18,",9416822,",0,0,,,,2024-12-18 08:25:53,1,macarena.fernandez-torres.ext@valeo.com,email,EUR,,Z101,1211.60000,1211.6000000000000,1211.60000,1211.60000,1211.60000,"Sent, Receiving started, Fully received",5208975,Ricardo GARCIA-RODRIGUEZ,,,0,0,0,1,2024-12-18,,no,EUR,EUR,1.00000000,2024-12-18,0,29/04/2024 - Eliminacion tetones en soporte motor MOLDE 2 Leveller support - 90005873/74 - PROINSUR (4102047727),210237,macarena.fernandez-torres.ext@valeo.com,2024-12-18 08:50:25,,no,FCA,0.00000,1211.60000,,
4102047738,Fan bracket modificacion segun LCR_1026339,2024-12-18,207413,Received,Manual,francisco-miguel.toval@valeo.com,MTPR,Standard,2024-12-26,,MTPR34823,2025-01-22,",11223090,",0,0,,,,2024-12-18 11:31:14,1,francisco-miguel.toval@valeo.com,memail,EUR,,Z101,4140.00000,4140.0000000000000,4140.00000,4140.00000,4140.00000,"Sent, Receiving started, Fully received",5210310,,,,0,0,0,1,2024-12-18,,no,EUR,EUR,1.00000000,2024-12-26,0,Fan bracket modificacion segun LCR_1026339 (4102047738),67995,francisco-miguel.toval@valeo.com,2025-01-22 09:46:03,,no,FCA,0.00000,4140.00000,,
4302138934,Coste TRANSPORTE STOCK SEGURIDAD STRUCTUES ET-SA Mercedes X24x Proinsur (Rhenus),2024-12-18,33391,Received,Manual,jaime.torres@valeo.com,MTPR,Standard,2024-12-26,,MTPR34823,2025-01-20,",11218416,",0,0,,,,2024-12-18 11:48:16,1,jaime.torres@valeo.com,email,EUR,,Z101,27802.78000,27802.7800000000000,27802.78000,27802.78000,27802.78000,"Sent, Receiving started, Fully received",5210475,Jose-Maria JAEN,,,0,0,0,1,2024-12-18,,no,EUR,EUR,1.00000000,2024-12-26,0,Coste TRANSPORTE STOCK SEGURIDAD STRUCTUES ET-SA Mercedes X24x Proinsur (Rhenus) (4302138934),24122,jaime.torres@valeo.com,2025-01-20 16:58:06,,no,FCA,0.00000,27802.78000,,
4302139055,PO compra de 28000 cover LA79462 a Inamarsa para producción de cablerias,2025-01-08,13158,Received,Manual,carlos.ruiz-caballero@valeo.com,MTPR,Standard,2025-01-21,,MTPR34823,2025-01-17,",11358813,",0,0,,,,2025-01-08 10:48:51,1,carlos.ruiz-caballero@valeo.com,email,EUR,,Z101,2604.00000,2604.0000000000000,2604.00000,2604.00000,2604.00000,"Sent, Receiving started, Fully received",5256174,Ricardo GARCIA-RODRIGUEZ,,,0,0,0,1,2025-01-08,,no,EUR,EUR,1.00000000,2025-01-21,0,PO compra de 28000 cover LA79462 a Inamarsa para producción de cablerias (4302139055),59031,carlos.ruiz-caballero@valeo.com,2025-01-17 07:15:49,,no,FCA,0.00000,2604.00000,,
4302139114,modval OF26092024-PROINSUR. LCR1016101. LWR Bracket High(L991321),2025-01-09,33391,Received,Manual,juan.gallego@valeo.com,MTPR,Standard,2025-01-09,,MTPR34823,2025-04-11,",11249106,",0,0,,,,2025-01-09 16:22:13,1,juan.gallego@valeo.com,email,EUR,,Z101,4341.00000,4341.0000000000000,4341.00000,4341.00000,4341.00000,"Sent, Receiving started, Fully received",5263704,Jose-Angel MORENO,,,0,0,0,1,2025-01-09,,no,EUR,EUR,1.00000000,2025-01-09,0,modval OF26092024-PROINSUR. LCR1016101. LWR Bracket High(L991321) (4302139114),29234,juan.gallego@valeo.com,2025-04-11 08:54:25,,no,FCA,0.00000,4341.00000,,
4402054753,Inmaculada ORTEGA - 2024-12-17 07:39:20,2025-01-10,33391,Received,Manual,inmaculada.ortega@valeo.com,MTPR,Standard,2025-01-10,,MTPR34823,2025-01-14,",11215062,",0,0,,,,2025-01-10 18:58:34,1,inmaculada.ortega@valeo.com,email,EUR,,Z101,2300.00000,2300.0000000000000,2300.00000,2300.00000,2300.00000,"Sent, Receiving started, Fully received",5269386,,,,0,0,0,1,2025-01-10,,no,EUR,EUR,1.00000000,2025-01-10,0,Inmaculada ORTEGA - 2024-12-17 07:39:20 (4402054753),59031,inmaculada.ortega@valeo.com,2025-01-14 08:16:39,,no,FCA,0.00000,2300.00000,,
4102047805,Cambio K29 a K31 Support module PL,2025-01-13,33391,Received,Manual,francisco-miguel.toval@valeo.com,MTPR,Standard,2025-01-13,,MTPR34823,2025-04-01,",11293050,",0,0,,,,2025-01-13 11:39:02,1,francisco-miguel.toval@valeo.com,email,EUR,,Z101,4270.00000,4270.0000000000000,4270.00000,4270.00000,4270.00000,"Sent, Receiving started, Fully received",5273991,,,,0,0,0,1,2025-01-13,,no,EUR,EUR,1.00000000,2025-01-13,0,Cambio K29 a K31 Support module PL (4102047805),67995,francisco-miguel.toval@valeo.com,2025-04-01 14:06:10,,no,FCA,0.00000,4270.00000,,
4102047816,0192.3-24 Stock de seguidad Transfer MOLDE STRUCTURE FRAME SA_Daimler X24x_Proinsur,2025-01-14,33391,Received,Manual,jaime.torres@valeo.com,MTPR,Standard,2025-01-14,,MTPR34823,2025-01-21,",11075217,",0,0,,,,2025-01-14 10:57:54,1,jaime.torres@valeo.com,email,EUR,,Z101,10221.13000,10221.1300000000000,10221.13000,10221.13000,10221.13000,"Sent, Receiving started, Fully received",5281047,Ricardo GARCIA-RODRIGUEZ,,,0,0,0,1,2025-01-14,,no,EUR,EUR,1.00000000,2025-01-14,0,0192.3-24 Stock de seguidad Transfer MOLDE STRUCTURE FRAME SA_Daimler X24x_Proinsur (4102047816),8812,jaime.torres@valeo.com,2025-01-21 07:03:19,,no,FCA,0.00000,10221.13000,,
4102047817,0192.4-24 Stock de Seguridad Transfer MOLDE STRUCTURE FRAME ET_Daimler_X24x_Proinsur,2025-01-14,33391,Received,Manual,jaime.torres@valeo.com,MTPR,Standard,2025-01-14,,MTPR34823,2025-01-21,",11030199,",0,0,,,,2025-01-14 10:59:22,1,jaime.torres@valeo.com,email,EUR,,Z101,10221.13000,10221.1300000000000,10221.13000,10221.13000,10221.13000,"Sent, Receiving started, Fully received",5281056,Ricardo GARCIA-RODRIGUEZ,,,0,0,0,1,2025-01-14,,no,EUR,EUR,1.00000000,2025-01-14,0,0192.4-24 Stock de Seguridad Transfer MOLDE STRUCTURE FRAME ET_Daimler_X24x_Proinsur (4102047817),8812,jaime.torres@valeo.com,2025-01-21 07:02:37,,no,FCA,0.00000,10221.13000,,
4302139388,OF-0191-24_ Encintado 10242 cables AU401 (L710483/84-L715266/67-L715268/70),2025-01-15,33391,Received,Manual,juan.gallego@valeo.com,MTPR,Standard,2025-01-30,,MTPR34823,2025-01-17,",10858935,",0,0,,,,2025-01-15 15:55:07,1,juan.gallego@valeo.com,email,EUR,,Z101,3840.75000,3840.7500000000000,3840.75000,3840.75000,3840.75000,"Sent, Receiving started, Fully received",5288766,Jose-Angel MORENO,,,0,0,0,1,2025-01-15,,no,EUR,EUR,1.00000000,2025-01-30,0,OF-0191-24_ Encintado 10242 cables AU401 (L710483/84-L715266/67-L715268/70) (4302139388),63322,juan.gallego@valeo.com,2025-01-17 07:03:34,,no,FCA,0.00000,3840.75000,,
4102047849,18/12/2024 - LD83972 - Shield Connection Pin Fender - VW216 RL - 23865,2025-01-16,249350,Partially received,Manual,andrea.perez-medina@valeo.com,MTPR,Standard,2025-01-29,,MTPR34823,2025-08-22,",11462037,",0,0,,,,2025-01-16 12:00:26,1,andrea.perez-medina@valeo.com,memail,EUR,,Z101,23865.00000,23865.0000000000000,23865.00000,23865.00000,23865.00000,0,5294250,,,,0,0,0,1,2025-01-16,,no,EUR,EUR,1.00000000,2025-01-29,0,18/12/2024 - LD83972 - Shield Connection Pin Fender - VW216 RL - 23865 (4102047849),969,andrea.perez-medina@valeo.com,2025-08-22 11:12:36,,no,FCA,0.00000,23865.00000,,
4302139392,OF-2025003 PATA DE FIJACION LC02231 SE210 HL SMAL LOTE DE 1000 UNIDADES -INAMARSA,2025-01-16,13158,Received,Manual,mohammed.el-kasri@valeo.com,MTPR,Standard,2025-01-28,,MTPR34823,2025-01-29,",11460438,",0,0,,,,2025-01-16 16:15:20,1,mohammed.el-kasri@valeo.com,email,EUR,,Z101,350.00000,350.0000000000000,350.00000,350.00000,350.00000,"Sent, Receiving started, Fully received",5295720,Ricardo GARCIA-RODRIGUEZ,,,0,0,0,1,2025-01-16,,no,EUR,EUR,1.00000000,2025-01-28,0,OF-2025003 PATA DE FIJACION LC02231 SE210 HL SMAL LOTE DE 1000 UNIDADES -INAMARSA (4302139392),210237,mohammed.el-kasri@valeo.com,2025-01-29 11:10:20,,no,FCA,0.00000,350.00000,,
4102047869,VW316 PA HL - Molde Inyección Centering BASIS/TOP - Teknia,2025-01-20,23655,Partially received,Manual,francisco.martinez-liebana@valeo.com,MTPR,Standard,2025-01-22,,MTPR34823,2025-05-26,",11376861,",0,0,,,,2025-01-20 13:41:30,1,francisco.martinez-liebana@valeo.com,email,EUR,,Z101,47000.00000,47000.0000000000000,47000.00000,47000.00000,47000.00000,0,5308125,Juan-Manuel CRUZ,,,0,0,0,1,2025-01-20,,no,EUR,EUR,1.00000000,2025-01-22,0,VW316 PA HL - Molde Inyección Centering BASIS/TOP - Teknia (4102047869),10352,francisco.martinez-liebana@valeo.com,2025-05-26 08:00:06,,no,FCA,0.00000,47000.00000,,
4102047871,MODPRO LCR_1025038 2024 42 M01 Modificación MxB Bracket Mercedes X24x  SESÉ,2025-01-20,207413,Received,Manual,jaime.torres@valeo.com,MTPR,Standard,2025-02-03,,MTPR34823,2025-05-26,",11491731,",0,0,,,,2025-01-20 14:23:16,1,jaime.torres@valeo.com,memail,EUR,,Z101,9150.00000,9150.0000000000000,9150.00000,9150.00000,9150.00000,"Sent, Receiving started, Fully received",5308392,,,,0,0,0,1,2025-01-20,,no,EUR,EUR,1.00000000,2025-02-03,0,MODPRO LCR_1025038 2024 42 M01 Modificación MxB Bracket Mercedes X24x  SESÉ (4102047871),210237,jaime.torres@valeo.com,2025-05-26 08:05:49,,no,FCA,0.00000,9150.00000,,
4102047872,VW316 PA HL - Molde DRL Support BASIS/TOP - Teknia,2025-01-20,23655,Partially received,Manual,francisco.martinez-liebana@valeo.com,MTPR,Standard,2025-01-22,,MTPR34823,2025-06-11,",11375769,",0,0,,,,2025-01-20 15:51:58,1,francisco.martinez-liebana@valeo.com,email,EUR,,Z101,170140.00000,170140.0000000000000,170140.00000,170140.00000,170140.00000,0,5308908,,,,0,0,0,1,2025-01-20,,no,EUR,EUR,1.00000000,2025-01-22,0,VW316 PA HL - Molde DRL Support BASIS/TOP - Teknia (4102047872),39027,francisco.martinez-liebana@valeo.com,2025-06-11 14:48:53,,no,FCA,0.00000,170140.00000,,
4325010962,Dasboard Indirect suport Skoda 316 Mold,2025-01-21,249350,Partially received,Manual,severiano.barranco@valeo.com,MZ01,Standard,2025-01-31,,MZ0137238,2025-09-01,",11511300,",0,0,,,,2025-01-21 09:57:06,1,severiano.barranco@valeo.com,memail,EUR,,S030,214524.00000,214524.0000000000000,214524.00000,214524.00000,214524.00000,0,5313945,,,,0,0,0,1,2025-01-21,,no,EUR,EUR,1.00000000,2025-01-31,0,Dasboard Indirect suport Skoda 316 Mold (4325010962),22035,severiano.barranco@valeo.com,2025-09-01 04:51:47,,no,FCA,0.00000,214524.00000,,
4102047884,RFQ 2025001 Scan molde Guía de Luz SM Mercedes X24x,2025-01-22,23655,Received,Manual,jaime.torres@valeo.com,MTPR,Standard,2025-02-03,,MTPR34823,2025-02-12,",11519820,",0,0,,,,2025-01-22 15:32:23,1,jaime.torres@valeo.com,email,EUR,,Z101,1422.00000,1422.0000000000000,1422.00000,1422.00000,1422.00000,"Sent, Receiving started, Fully received",5322840,,,,0,0,0,1,2025-01-22,,no,EUR,EUR,1.00000000,2025-02-03,0,RFQ 2025001 Scan molde Guía de Luz SM Mercedes X24x (4102047884),49314,jaime.torres@valeo.com,2025-02-12 09:41:34,,no,FCA,0.00000,1422.00000,,
4102047888,VW-VW31xPA2-HL Access Funnel MOULD 70% BPM186587,2025-01-23,23655,Partially received,Manual,pedro.escudero-repiso@valeo.com,MTPR,Standard,2025-01-27,,MTPR34823,2025-03-24,",11442177,",0,0,,,,2025-01-23 12:34:30,1,pedro.escudero-repiso@valeo.com,email,EUR,,Z101,23800.00000,23800.0000000000000,23800.00000,23800.00000,23800.00000,0,5328186,,,,0,0,0,1,2025-01-23,,no,EUR,EUR,1.00000000,2025-01-27,0,VW-VW31xPA2-HL Access Funnel MOULD 70% BPM186587 (4102047888),33323,francisco.martinez-liebana@valeo.com,2025-03-24 11:48:56,,no,FCA,0.00000,23800.00000,,
